,Date,Time,Aspect 0 of Phase G  State,Aspect 1 of Phase G  State,Aspect 2 of Phase G  State,Result,Phase
349,03-Jun-17,10:09:38,1,1,0,RedAmber,G
350,03-Jun-17,10:09:38,1,1,0,RedAmber,G
351,03-Jun-17,10:09:38,1,1,0,RedAmber,G
352,03-Jun-17,10:09:38,1,1,0,RedAmber,G
353,03-Jun-17,10:09:39,1,1,0,RedAmber,G
354,03-Jun-17,10:09:39,1,1,0,RedAmber,G
355,03-Jun-17,10:09:39,1,1,0,RedAmber,G
356,03-Jun-17,10:09:39,1,1,0,RedAmber,G
357,03-Jun-17,10:09:39,1,1,0,RedAmber,G
358,03-Jun-17,10:09:40,1,1,0,RedAmber,G
359,03-Jun-17,10:09:40,1,1,0,RedAmber,G
360,03-Jun-17,10:09:40,1,1,0,RedAmber,G
361,03-Jun-17,10:09:40,1,1,0,RedAmber,G
362,03-Jun-17,10:09:40,1,1,0,RedAmber,G
363,03-Jun-17,10:09:40,1,1,0,RedAmber,G
364,03-Jun-17,10:09:41,1,1,0,RedAmber,G
365,03-Jun-17,10:09:41,1,1,0,RedAmber,G
366,03-Jun-17,10:09:41,1,1,0,RedAmber,G
367,03-Jun-17,10:09:41,1,1,0,RedAmber,G
368,03-Jun-17,10:09:42,1,1,0,RedAmber,G
369,03-Jun-17,10:09:42,1,1,0,RedAmber,G
370,03-Jun-17,10:09:42,1,1,0,RedAmber,G
371,03-Jun-17,10:09:42,1,1,0,RedAmber,G
372,03-Jun-17,10:09:43,1,1,0,RedAmber,G
373,03-Jun-17,10:09:43,1,1,0,RedAmber,G
374,03-Jun-17,10:09:43,1,1,0,RedAmber,G
375,03-Jun-17,10:09:43,1,1,0,RedAmber,G
376,03-Jun-17,10:09:43,1,1,0,RedAmber,G
377,03-Jun-17,10:09:43,1,1,0,RedAmber,G
378,03-Jun-17,10:09:43,1,1,0,RedAmber,G
379,03-Jun-17,10:09:44,1,1,0,RedAmber,G
380,03-Jun-17,10:09:44,1,1,0,RedAmber,G
381,03-Jun-17,10:09:44,1,1,0,RedAmber,G
382,03-Jun-17,10:09:44,1,1,0,RedAmber,G
