,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
544,03-Jun-17,10:10:17,0,0,1,Green,A
545,03-Jun-17,10:10:17,0,0,1,Green,A
546,03-Jun-17,10:10:17,0,0,1,Green,A
547,03-Jun-17,10:10:17,0,0,1,Green,A
548,03-Jun-17,10:10:18,0,0,1,Green,A
549,03-Jun-17,10:10:18,0,0,1,Green,A
550,03-Jun-17,10:10:18,0,0,1,Green,A
551,03-Jun-17,10:10:18,0,0,1,Green,A
552,03-Jun-17,10:10:19,0,0,1,Green,A
553,03-Jun-17,10:10:19,0,0,1,Green,A
554,03-Jun-17,10:10:19,0,0,1,Green,A
555,03-Jun-17,10:10:19,0,0,1,Green,A
556,03-Jun-17,10:10:19,0,0,1,Green,A
557,03-Jun-17,10:10:19,0,0,1,Green,A
558,03-Jun-17,10:10:19,0,0,1,Green,A
559,03-Jun-17,10:10:20,0,0,1,Green,A
560,03-Jun-17,10:10:20,0,0,1,Green,A
561,03-Jun-17,10:10:20,0,0,1,Green,A
562,03-Jun-17,10:10:20,0,0,1,Green,A
563,03-Jun-17,10:10:21,0,0,1,Green,A
564,03-Jun-17,10:10:21,0,0,1,Green,A
565,03-Jun-17,10:10:21,0,0,1,Green,A
566,03-Jun-17,10:10:21,0,0,1,Green,A
567,03-Jun-17,10:10:21,0,0,1,Green,A
568,03-Jun-17,10:10:22,0,0,1,Green,A
569,03-Jun-17,10:10:22,0,0,1,Green,A
570,03-Jun-17,10:10:22,0,0,1,Green,A
571,03-Jun-17,10:10:22,0,0,1,Green,A
572,03-Jun-17,10:10:23,0,0,1,Green,A
573,03-Jun-17,10:10:23,0,0,1,Green,A
574,03-Jun-17,10:10:23,0,0,1,Green,A
575,03-Jun-17,10:10:23,0,0,1,Green,A
576,03-Jun-17,10:10:23,0,0,1,Green,A
577,03-Jun-17,10:10:23,0,0,1,Green,A
578,03-Jun-17,10:10:24,0,0,1,Green,A
579,03-Jun-17,10:10:24,0,0,1,Green,A
580,03-Jun-17,10:10:24,0,0,1,Green,A
581,03-Jun-17,10:10:24,0,0,1,Green,A
582,03-Jun-17,10:10:24,0,0,1,Green,A
583,03-Jun-17,10:10:25,0,0,1,Green,A
584,03-Jun-17,10:10:25,0,0,1,Green,A
585,03-Jun-17,10:10:25,0,0,1,Green,A
586,03-Jun-17,10:10:25,0,0,1,Green,A
587,03-Jun-17,10:10:25,0,0,1,Green,A
588,03-Jun-17,10:10:26,0,0,1,Green,A
589,03-Jun-17,10:10:26,0,0,1,Green,A
590,03-Jun-17,10:10:26,0,0,1,Green,A
591,03-Jun-17,10:10:26,0,0,1,Green,A
592,03-Jun-17,10:10:27,0,0,1,Green,A
593,03-Jun-17,10:10:27,0,0,1,Green,A
594,03-Jun-17,10:10:27,0,0,1,Green,A
595,03-Jun-17,10:10:27,0,0,1,Green,A
596,03-Jun-17,10:10:27,0,0,1,Green,A
597,03-Jun-17,10:10:27,0,0,1,Green,A
598,03-Jun-17,10:10:27,0,0,1,Green,A
599,03-Jun-17,10:10:28,0,0,1,Green,A
600,03-Jun-17,10:10:28,0,0,1,Green,A
601,03-Jun-17,10:10:28,0,0,1,Green,A
602,03-Jun-17,10:10:28,0,0,1,Green,A
603,03-Jun-17,10:10:28,0,0,1,Green,A
604,03-Jun-17,10:10:29,0,0,1,Green,A
605,03-Jun-17,10:10:29,0,0,1,Green,A
606,03-Jun-17,10:10:29,0,0,1,Green,A
607,03-Jun-17,10:10:29,0,0,1,Green,A
608,03-Jun-17,10:10:30,0,0,1,Green,A
609,03-Jun-17,10:10:30,0,0,1,Green,A
610,03-Jun-17,10:10:30,0,0,1,Green,A
611,03-Jun-17,10:10:30,0,0,1,Green,A
612,03-Jun-17,10:10:30,0,0,1,Green,A
613,03-Jun-17,10:10:31,0,0,1,Green,A
614,03-Jun-17,10:10:31,0,0,1,Green,A
615,03-Jun-17,10:10:31,0,0,1,Green,A
616,03-Jun-17,10:10:31,0,0,1,Green,A
617,03-Jun-17,10:10:31,0,0,1,Green,A
618,03-Jun-17,10:10:32,0,0,1,Green,A
619,03-Jun-17,10:10:32,0,0,1,Green,A
620,03-Jun-17,10:10:32,0,0,1,Green,A
621,03-Jun-17,10:10:32,0,0,1,Green,A
622,03-Jun-17,10:10:32,0,0,1,Green,A
623,03-Jun-17,10:10:32,0,0,1,Green,A
624,03-Jun-17,10:10:33,0,0,1,Green,A
625,03-Jun-17,10:10:33,0,0,1,Green,A
626,03-Jun-17,10:10:33,0,0,1,Green,A
627,03-Jun-17,10:10:33,0,0,1,Green,A
628,03-Jun-17,10:10:34,0,0,1,Green,A
629,03-Jun-17,10:10:34,0,0,1,Green,A
630,03-Jun-17,10:10:34,0,0,1,Green,A
631,03-Jun-17,10:10:34,0,0,1,Green,A
632,03-Jun-17,10:10:34,0,0,1,Green,A
633,03-Jun-17,10:10:35,0,0,1,Green,A
634,03-Jun-17,10:10:35,0,0,1,Green,A
635,03-Jun-17,10:10:35,0,0,1,Green,A
636,03-Jun-17,10:10:35,0,0,1,Green,A
637,03-Jun-17,10:10:36,0,0,1,Green,A
638,03-Jun-17,10:10:36,0,0,1,Green,A
639,03-Jun-17,10:10:36,0,0,1,Green,A
640,03-Jun-17,10:10:36,0,0,1,Green,A
641,03-Jun-17,10:10:36,0,0,1,Green,A
642,03-Jun-17,10:10:36,0,0,1,Green,A
643,03-Jun-17,10:10:36,0,0,1,Green,A
644,03-Jun-17,10:10:37,0,0,1,Green,A
645,03-Jun-17,10:10:37,0,0,1,Green,A
646,03-Jun-17,10:10:37,0,0,1,Green,A
647,03-Jun-17,10:10:37,0,0,1,Green,A
648,03-Jun-17,10:10:38,0,0,1,Green,A
649,03-Jun-17,10:10:38,0,0,1,Green,A
650,03-Jun-17,10:10:38,0,0,1,Green,A
651,03-Jun-17,10:10:38,0,0,1,Green,A
652,03-Jun-17,10:10:38,0,0,1,Green,A
653,03-Jun-17,10:10:39,0,0,1,Green,A
654,03-Jun-17,10:10:39,0,0,1,Green,A
655,03-Jun-17,10:10:39,0,0,1,Green,A
656,03-Jun-17,10:10:39,0,0,1,Green,A
657,03-Jun-17,10:10:39,0,0,1,Green,A
658,03-Jun-17,10:10:39,0,0,1,Green,A
659,03-Jun-17,10:10:40,0,0,1,Green,A
660,03-Jun-17,10:10:40,0,0,1,Green,A
661,03-Jun-17,10:10:40,0,0,1,Green,A
662,03-Jun-17,10:10:40,0,0,1,Green,A
663,03-Jun-17,10:10:40,0,0,1,Green,A
664,03-Jun-17,10:10:41,0,0,1,Green,A
665,03-Jun-17,10:10:41,0,0,1,Green,A
666,03-Jun-17,10:10:41,0,0,1,Green,A
667,03-Jun-17,10:10:41,0,0,1,Green,A
668,03-Jun-17,10:10:42,0,0,1,Green,A
669,03-Jun-17,10:10:42,0,0,1,Green,A
670,03-Jun-17,10:10:42,0,0,1,Green,A
671,03-Jun-17,10:10:42,0,0,1,Green,A
672,03-Jun-17,10:10:43,0,0,1,Green,A
673,03-Jun-17,10:10:43,0,0,1,Green,A
674,03-Jun-17,10:10:43,0,0,1,Green,A
675,03-Jun-17,10:10:43,0,0,1,Green,A
676,03-Jun-17,10:10:43,0,0,1,Green,A
677,03-Jun-17,10:10:43,0,0,1,Green,A
678,03-Jun-17,10:10:43,0,0,1,Green,A
679,03-Jun-17,10:10:44,0,0,1,Green,A
680,03-Jun-17,10:10:44,0,0,1,Green,A
681,03-Jun-17,10:10:44,0,0,1,Green,A
682,03-Jun-17,10:10:44,0,0,1,Green,A
683,03-Jun-17,10:10:45,0,0,1,Green,A
684,03-Jun-17,10:10:45,0,0,1,Green,A
685,03-Jun-17,10:10:45,0,0,1,Green,A
686,03-Jun-17,10:10:45,0,0,1,Green,A
687,03-Jun-17,10:10:45,0,0,1,Green,A
688,03-Jun-17,10:10:46,0,0,1,Green,A
689,03-Jun-17,10:10:46,0,0,1,Green,A
690,03-Jun-17,10:10:46,0,0,1,Green,A
691,03-Jun-17,10:10:46,0,0,1,Green,A
692,03-Jun-17,10:10:46,0,0,1,Green,A
693,03-Jun-17,10:10:47,0,0,1,Green,A
694,03-Jun-17,10:10:47,0,0,1,Green,A
695,03-Jun-17,10:10:47,0,0,1,Green,A
696,03-Jun-17,10:10:47,0,0,1,Green,A
697,03-Jun-17,10:10:48,0,0,1,Green,A
698,03-Jun-17,10:10:48,0,0,1,Green,A
