,Date,Time,Aspect 0 of Phase D  State,Aspect 1 of Phase D  State,Aspect 2 of Phase D  State,Result,Phase
408,03-Jun-17,10:09:50,1,0,0,Red,D
409,03-Jun-17,10:09:50,1,0,0,Red,D
410,03-Jun-17,10:09:50,1,0,0,Red,D
411,03-Jun-17,10:09:50,1,0,0,Red,D
412,03-Jun-17,10:09:50,1,0,0,Red,D
413,03-Jun-17,10:09:50,1,0,0,Red,D
414,03-Jun-17,10:09:51,1,0,0,Red,D
415,03-Jun-17,10:09:51,1,0,0,Red,D
416,03-Jun-17,10:09:51,1,0,0,Red,D
417,03-Jun-17,10:09:51,1,0,0,Red,D
418,03-Jun-17,10:09:52,1,0,0,Red,D
419,03-Jun-17,10:09:52,1,0,0,Red,D
420,03-Jun-17,10:09:52,1,0,0,Red,D
421,03-Jun-17,10:09:52,1,0,0,Red,D
422,03-Jun-17,10:09:53,1,0,0,Red,D
423,03-Jun-17,10:09:53,1,0,0,Red,D
424,03-Jun-17,10:09:53,1,0,0,Red,D
425,03-Jun-17,10:09:53,1,0,0,Red,D
426,03-Jun-17,10:09:53,1,0,0,Red,D
427,03-Jun-17,10:09:53,1,0,0,Red,D
428,03-Jun-17,10:09:53,1,0,0,Red,D
429,03-Jun-17,10:09:54,1,0,0,Red,D
430,03-Jun-17,10:09:54,1,0,0,Red,D
431,03-Jun-17,10:09:54,1,0,0,Red,D
432,03-Jun-17,10:09:54,1,0,0,Red,D
433,03-Jun-17,10:09:54,1,0,0,Red,D
434,03-Jun-17,10:09:55,1,0,0,Red,D
435,03-Jun-17,10:09:55,1,0,0,Red,D
436,03-Jun-17,10:09:55,1,0,0,Red,D
437,03-Jun-17,10:09:55,1,0,0,Red,D
438,03-Jun-17,10:09:56,1,0,0,Red,D
439,03-Jun-17,10:09:56,1,0,0,Red,D
440,03-Jun-17,10:09:56,1,0,0,Red,D
441,03-Jun-17,10:09:56,1,0,0,Red,D
442,03-Jun-17,10:09:56,1,0,0,Red,D
443,03-Jun-17,10:09:57,1,0,0,Red,D
444,03-Jun-17,10:09:57,1,0,0,Red,D
445,03-Jun-17,10:09:57,1,0,0,Red,D
446,03-Jun-17,10:09:57,1,0,0,Red,D
447,03-Jun-17,10:09:58,1,0,0,Red,D
448,03-Jun-17,10:09:58,1,0,0,Red,D
449,03-Jun-17,10:09:58,1,0,0,Red,D
450,03-Jun-17,10:09:58,1,0,0,Red,D
451,03-Jun-17,10:09:58,1,0,0,Red,D
452,03-Jun-17,10:09:58,1,0,0,Red,D
453,03-Jun-17,10:09:58,1,0,0,Red,D
454,03-Jun-17,10:09:59,1,0,0,Red,D
455,03-Jun-17,10:09:59,1,0,0,Red,D
456,03-Jun-17,10:09:59,1,0,0,Red,D
457,03-Jun-17,10:09:59,1,0,0,Red,D
458,03-Jun-17,10:10:00,1,0,0,Red,D
459,03-Jun-17,10:10:00,1,0,0,Red,D
460,03-Jun-17,10:10:00,1,0,0,Red,D
461,03-Jun-17,10:10:00,1,0,0,Red,D
462,03-Jun-17,10:10:00,1,0,0,Red,D
463,03-Jun-17,10:10:01,1,0,0,Red,D
464,03-Jun-17,10:10:01,1,0,0,Red,D
465,03-Jun-17,10:10:01,1,0,0,Red,D
466,03-Jun-17,10:10:01,1,0,0,Red,D
467,03-Jun-17,10:10:01,1,0,0,Red,D
468,03-Jun-17,10:10:01,1,0,0,Red,D
469,03-Jun-17,10:10:02,1,0,0,Red,D
470,03-Jun-17,10:10:02,1,0,0,Red,D
471,03-Jun-17,10:10:02,1,0,0,Red,D
472,03-Jun-17,10:10:02,1,0,0,Red,D
473,03-Jun-17,10:10:03,1,0,0,Red,D
474,03-Jun-17,10:10:03,1,0,0,Red,D
475,03-Jun-17,10:10:03,1,0,0,Red,D
476,03-Jun-17,10:10:03,1,0,0,Red,D
477,03-Jun-17,10:10:03,1,0,0,Red,D
478,03-Jun-17,10:10:03,1,0,0,Red,D
479,03-Jun-17,10:10:04,1,0,0,Red,D
480,03-Jun-17,10:10:04,1,0,0,Red,D
481,03-Jun-17,10:10:04,1,0,0,Red,D
482,03-Jun-17,10:10:04,1,0,0,Red,D
483,03-Jun-17,10:10:04,1,0,0,Red,D
484,03-Jun-17,10:10:05,1,0,0,Red,D
485,03-Jun-17,10:10:05,1,0,0,Red,D
486,03-Jun-17,10:10:05,1,0,0,Red,D
487,03-Jun-17,10:10:05,1,0,0,Red,D
488,03-Jun-17,10:10:06,1,0,0,Red,D
489,03-Jun-17,10:10:06,1,0,0,Red,D
490,03-Jun-17,10:10:06,1,0,0,Red,D
491,03-Jun-17,10:10:06,1,0,0,Red,D
492,03-Jun-17,10:10:06,1,0,0,Red,D
493,03-Jun-17,10:10:06,1,0,0,Red,D
494,03-Jun-17,10:10:07,1,0,0,Red,D
495,03-Jun-17,10:10:07,1,0,0,Red,D
496,03-Jun-17,10:10:07,1,0,0,Red,D
497,03-Jun-17,10:10:07,1,0,0,Red,D
498,03-Jun-17,10:10:07,1,0,0,Red,D
499,03-Jun-17,10:10:08,1,0,0,Red,D
500,03-Jun-17,10:10:08,1,0,0,Red,D
501,03-Jun-17,10:10:08,1,0,0,Red,D
502,03-Jun-17,10:10:08,1,0,0,Red,D
503,03-Jun-17,10:10:08,1,0,0,Red,D
504,03-Jun-17,10:10:09,1,0,0,Red,D
505,03-Jun-17,10:10:09,1,0,0,Red,D
506,03-Jun-17,10:10:09,1,0,0,Red,D
507,03-Jun-17,10:10:09,1,0,0,Red,D
508,03-Jun-17,10:10:10,1,0,0,Red,D
509,03-Jun-17,10:10:10,1,0,0,Red,D
510,03-Jun-17,10:10:10,1,0,0,Red,D
511,03-Jun-17,10:10:10,1,0,0,Red,D
512,03-Jun-17,10:10:10,1,0,0,Red,D
513,03-Jun-17,10:10:11,1,0,0,Red,D
514,03-Jun-17,10:10:11,1,0,0,Red,D
515,03-Jun-17,10:10:11,1,0,0,Red,D
516,03-Jun-17,10:10:11,1,0,0,Red,D
517,03-Jun-17,10:10:11,1,0,0,Red,D
518,03-Jun-17,10:10:11,1,0,0,Red,D
519,03-Jun-17,10:10:12,1,0,0,Red,D
520,03-Jun-17,10:10:12,1,0,0,Red,D
521,03-Jun-17,10:10:12,1,0,0,Red,D
522,03-Jun-17,10:10:12,1,0,0,Red,D
523,03-Jun-17,10:10:13,1,0,0,Red,D
524,03-Jun-17,10:10:13,1,0,0,Red,D
525,03-Jun-17,10:10:13,1,0,0,Red,D
526,03-Jun-17,10:10:13,1,0,0,Red,D
527,03-Jun-17,10:10:13,1,0,0,Red,D
528,03-Jun-17,10:10:14,1,0,0,Red,D
529,03-Jun-17,10:10:14,1,0,0,Red,D
530,03-Jun-17,10:10:14,1,0,0,Red,D
531,03-Jun-17,10:10:14,1,0,0,Red,D
532,03-Jun-17,10:10:14,1,0,0,Red,D
533,03-Jun-17,10:10:14,1,0,0,Red,D
534,03-Jun-17,10:10:15,1,0,0,Red,D
535,03-Jun-17,10:10:15,1,0,0,Red,D
536,03-Jun-17,10:10:15,1,0,0,Red,D
537,03-Jun-17,10:10:15,1,0,0,Red,D
538,03-Jun-17,10:10:15,1,0,0,Red,D
539,03-Jun-17,10:10:16,1,0,0,Red,D
540,03-Jun-17,10:10:16,1,0,0,Red,D
541,03-Jun-17,10:10:16,1,0,0,Red,D
542,03-Jun-17,10:10:16,1,0,0,Red,D
543,03-Jun-17,10:10:17,1,0,0,Red,D
544,03-Jun-17,10:10:17,1,0,0,Red,D
545,03-Jun-17,10:10:17,1,0,0,Red,D
546,03-Jun-17,10:10:17,1,0,0,Red,D
547,03-Jun-17,10:10:17,1,0,0,Red,D
548,03-Jun-17,10:10:18,1,0,0,Red,D
549,03-Jun-17,10:10:18,1,0,0,Red,D
550,03-Jun-17,10:10:18,1,0,0,Red,D
551,03-Jun-17,10:10:18,1,0,0,Red,D
552,03-Jun-17,10:10:19,1,0,0,Red,D
553,03-Jun-17,10:10:19,1,0,0,Red,D
554,03-Jun-17,10:10:19,1,0,0,Red,D
555,03-Jun-17,10:10:19,1,0,0,Red,D
556,03-Jun-17,10:10:19,1,0,0,Red,D
557,03-Jun-17,10:10:19,1,0,0,Red,D
558,03-Jun-17,10:10:19,1,0,0,Red,D
559,03-Jun-17,10:10:20,1,0,0,Red,D
560,03-Jun-17,10:10:20,1,0,0,Red,D
561,03-Jun-17,10:10:20,1,0,0,Red,D
562,03-Jun-17,10:10:20,1,0,0,Red,D
563,03-Jun-17,10:10:21,1,0,0,Red,D
564,03-Jun-17,10:10:21,1,0,0,Red,D
565,03-Jun-17,10:10:21,1,0,0,Red,D
566,03-Jun-17,10:10:21,1,0,0,Red,D
567,03-Jun-17,10:10:21,1,0,0,Red,D
568,03-Jun-17,10:10:22,1,0,0,Red,D
569,03-Jun-17,10:10:22,1,0,0,Red,D
570,03-Jun-17,10:10:22,1,0,0,Red,D
571,03-Jun-17,10:10:22,1,0,0,Red,D
572,03-Jun-17,10:10:23,1,0,0,Red,D
573,03-Jun-17,10:10:23,1,0,0,Red,D
574,03-Jun-17,10:10:23,1,0,0,Red,D
575,03-Jun-17,10:10:23,1,0,0,Red,D
576,03-Jun-17,10:10:23,1,0,0,Red,D
577,03-Jun-17,10:10:23,1,0,0,Red,D
578,03-Jun-17,10:10:24,1,0,0,Red,D
579,03-Jun-17,10:10:24,1,0,0,Red,D
580,03-Jun-17,10:10:24,1,0,0,Red,D
581,03-Jun-17,10:10:24,1,0,0,Red,D
582,03-Jun-17,10:10:24,1,0,0,Red,D
583,03-Jun-17,10:10:25,1,0,0,Red,D
584,03-Jun-17,10:10:25,1,0,0,Red,D
585,03-Jun-17,10:10:25,1,0,0,Red,D
586,03-Jun-17,10:10:25,1,0,0,Red,D
587,03-Jun-17,10:10:25,1,0,0,Red,D
588,03-Jun-17,10:10:26,1,0,0,Red,D
589,03-Jun-17,10:10:26,1,0,0,Red,D
590,03-Jun-17,10:10:26,1,0,0,Red,D
591,03-Jun-17,10:10:26,1,0,0,Red,D
592,03-Jun-17,10:10:27,1,0,0,Red,D
593,03-Jun-17,10:10:27,1,0,0,Red,D
594,03-Jun-17,10:10:27,1,0,0,Red,D
595,03-Jun-17,10:10:27,1,0,0,Red,D
596,03-Jun-17,10:10:27,1,0,0,Red,D
597,03-Jun-17,10:10:27,1,0,0,Red,D
598,03-Jun-17,10:10:27,1,0,0,Red,D
599,03-Jun-17,10:10:28,1,0,0,Red,D
600,03-Jun-17,10:10:28,1,0,0,Red,D
601,03-Jun-17,10:10:28,1,0,0,Red,D
602,03-Jun-17,10:10:28,1,0,0,Red,D
603,03-Jun-17,10:10:28,1,0,0,Red,D
604,03-Jun-17,10:10:29,1,0,0,Red,D
605,03-Jun-17,10:10:29,1,0,0,Red,D
606,03-Jun-17,10:10:29,1,0,0,Red,D
607,03-Jun-17,10:10:29,1,0,0,Red,D
608,03-Jun-17,10:10:30,1,0,0,Red,D
609,03-Jun-17,10:10:30,1,0,0,Red,D
610,03-Jun-17,10:10:30,1,0,0,Red,D
611,03-Jun-17,10:10:30,1,0,0,Red,D
612,03-Jun-17,10:10:30,1,0,0,Red,D
613,03-Jun-17,10:10:31,1,0,0,Red,D
614,03-Jun-17,10:10:31,1,0,0,Red,D
615,03-Jun-17,10:10:31,1,0,0,Red,D
