,Date,Time,Aspect 0 of Phase E  State,Aspect 1 of Phase E  State,Aspect 2 of Phase E  State,Result,Phase
363,03-Jun-17,10:09:40,1,1,0,RedAmber,E
364,03-Jun-17,10:09:41,1,1,0,RedAmber,E
365,03-Jun-17,10:09:41,1,1,0,RedAmber,E
366,03-Jun-17,10:09:41,1,1,0,RedAmber,E
367,03-Jun-17,10:09:41,1,1,0,RedAmber,E
368,03-Jun-17,10:09:42,1,1,0,RedAmber,E
369,03-Jun-17,10:09:42,1,1,0,RedAmber,E
370,03-Jun-17,10:09:42,1,1,0,RedAmber,E
371,03-Jun-17,10:09:42,1,1,0,RedAmber,E
372,03-Jun-17,10:09:43,1,1,0,RedAmber,E
373,03-Jun-17,10:09:43,1,1,0,RedAmber,E
374,03-Jun-17,10:09:43,1,1,0,RedAmber,E
375,03-Jun-17,10:09:43,1,1,0,RedAmber,E
376,03-Jun-17,10:09:43,1,1,0,RedAmber,E
377,03-Jun-17,10:09:43,1,1,0,RedAmber,E
378,03-Jun-17,10:09:43,1,1,0,RedAmber,E
379,03-Jun-17,10:09:44,1,1,0,RedAmber,E
380,03-Jun-17,10:09:44,1,1,0,RedAmber,E
381,03-Jun-17,10:09:44,1,1,0,RedAmber,E
382,03-Jun-17,10:09:44,1,1,0,RedAmber,E
383,03-Jun-17,10:09:45,1,1,0,RedAmber,E
384,03-Jun-17,10:09:45,1,1,0,RedAmber,E
385,03-Jun-17,10:09:45,1,1,0,RedAmber,E
386,03-Jun-17,10:09:45,1,1,0,RedAmber,E
387,03-Jun-17,10:09:45,1,1,0,RedAmber,E
388,03-Jun-17,10:09:46,1,1,0,RedAmber,E
389,03-Jun-17,10:09:46,1,1,0,RedAmber,E
390,03-Jun-17,10:09:46,1,1,0,RedAmber,E
391,03-Jun-17,10:09:46,1,1,0,RedAmber,E
392,03-Jun-17,10:09:46,1,1,0,RedAmber,E
393,03-Jun-17,10:09:47,1,1,0,RedAmber,E
394,03-Jun-17,10:09:47,1,1,0,RedAmber,E
395,03-Jun-17,10:09:47,1,1,0,RedAmber,E
396,03-Jun-17,10:09:47,1,1,0,RedAmber,E
397,03-Jun-17,10:09:48,1,1,0,RedAmber,E
398,03-Jun-17,10:09:48,1,1,0,RedAmber,E
399,03-Jun-17,10:09:48,1,1,0,RedAmber,E
400,03-Jun-17,10:09:48,1,1,0,RedAmber,E
401,03-Jun-17,10:09:48,1,1,0,RedAmber,E
