,Date,Time,Aspect 0 of Phase G  State,Aspect 1 of Phase G  State,Aspect 2 of Phase G  State,Result,Phase
804,03-Jun-17,10:11:09,1,0,0,Red,G
805,03-Jun-17,10:11:09,1,0,0,Red,G
806,03-Jun-17,10:11:09,1,0,0,Red,G
807,03-Jun-17,10:11:09,1,0,0,Red,G
808,03-Jun-17,10:11:10,1,0,0,Red,G
809,03-Jun-17,10:11:10,1,0,0,Red,G
810,03-Jun-17,10:11:10,1,0,0,Red,G
811,03-Jun-17,10:11:10,1,0,0,Red,G
812,03-Jun-17,10:11:11,1,0,0,Red,G
813,03-Jun-17,10:11:11,1,0,0,Red,G
814,03-Jun-17,10:11:11,1,0,0,Red,G
815,03-Jun-17,10:11:11,1,0,0,Red,G
816,03-Jun-17,10:11:11,1,0,0,Red,G
817,03-Jun-17,10:11:11,1,0,0,Red,G
818,03-Jun-17,10:11:12,1,0,0,Red,G
819,03-Jun-17,10:11:12,1,0,0,Red,G
820,03-Jun-17,10:11:12,1,0,0,Red,G
821,03-Jun-17,10:11:12,1,0,0,Red,G
822,03-Jun-17,10:11:12,1,0,0,Red,G
823,03-Jun-17,10:11:13,1,0,0,Red,G
824,03-Jun-17,10:11:13,1,0,0,Red,G
825,03-Jun-17,10:11:13,1,0,0,Red,G
826,03-Jun-17,10:11:13,1,0,0,Red,G
827,03-Jun-17,10:11:13,1,0,0,Red,G
828,03-Jun-17,10:11:14,1,0,0,Red,G
829,03-Jun-17,10:11:14,1,0,0,Red,G
830,03-Jun-17,10:11:14,1,0,0,Red,G
831,03-Jun-17,10:11:14,1,0,0,Red,G
832,03-Jun-17,10:11:15,1,0,0,Red,G
833,03-Jun-17,10:11:15,1,0,0,Red,G
834,03-Jun-17,10:11:15,1,0,0,Red,G
835,03-Jun-17,10:11:15,1,0,0,Red,G
836,03-Jun-17,10:11:15,1,0,0,Red,G
837,03-Jun-17,10:11:15,1,0,0,Red,G
838,03-Jun-17,10:11:15,1,0,0,Red,G
839,03-Jun-17,10:11:16,1,0,0,Red,G
840,03-Jun-17,10:11:16,1,0,0,Red,G
841,03-Jun-17,10:11:16,1,0,0,Red,G
842,03-Jun-17,10:11:16,1,0,0,Red,G
843,03-Jun-17,10:11:17,1,0,0,Red,G
844,03-Jun-17,10:11:17,1,0,0,Red,G
845,03-Jun-17,10:11:17,1,0,0,Red,G
846,03-Jun-17,10:11:17,1,0,0,Red,G
847,03-Jun-17,10:11:17,1,0,0,Red,G
848,03-Jun-17,10:11:18,1,0,0,Red,G
849,03-Jun-17,10:11:18,1,0,0,Red,G
850,03-Jun-17,10:11:18,1,0,0,Red,G
851,03-Jun-17,10:11:18,1,0,0,Red,G
852,03-Jun-17,10:11:19,1,0,0,Red,G
853,03-Jun-17,10:11:19,1,0,0,Red,G
854,03-Jun-17,10:11:19,1,0,0,Red,G
855,03-Jun-17,10:11:19,1,0,0,Red,G
856,03-Jun-17,10:11:19,1,0,0,Red,G
857,03-Jun-17,10:11:19,1,0,0,Red,G
858,03-Jun-17,10:11:20,1,0,0,Red,G
859,03-Jun-17,10:11:20,1,0,0,Red,G
860,03-Jun-17,10:11:20,1,0,0,Red,G
861,03-Jun-17,10:11:20,1,0,0,Red,G
