,Date,Time,Aspect 0 of Phase I  State,Aspect 1 of Phase I  State,Aspect 2 of Phase I  State,Result,Phase
877,03-Jun-17,10:11:23,1,0,0,Red,I
878,03-Jun-17,10:11:23,1,0,0,Red,I
879,03-Jun-17,10:11:24,1,0,0,Red,I
880,03-Jun-17,10:11:24,1,0,0,Red,I
881,03-Jun-17,10:11:24,1,0,0,Red,I
882,03-Jun-17,10:11:24,1,0,0,Red,I
883,03-Jun-17,10:11:25,1,0,0,Red,I
884,03-Jun-17,10:11:25,1,0,0,Red,I
885,03-Jun-17,10:11:25,1,0,0,Red,I
886,03-Jun-17,10:11:25,1,0,0,Red,I
887,03-Jun-17,10:11:26,1,0,0,Red,I
888,03-Jun-17,10:11:26,1,0,0,Red,I
889,03-Jun-17,10:11:26,1,0,0,Red,I
890,03-Jun-17,10:11:26,1,0,0,Red,I
891,03-Jun-17,10:11:26,1,0,0,Red,I
892,03-Jun-17,10:11:27,1,0,0,Red,I
893,03-Jun-17,10:11:27,1,0,0,Red,I
894,03-Jun-17,10:11:27,1,0,0,Red,I
895,03-Jun-17,10:11:27,1,0,0,Red,I
896,03-Jun-17,10:11:27,1,0,0,Red,I
897,03-Jun-17,10:11:27,1,0,0,Red,I
898,03-Jun-17,10:11:27,1,0,0,Red,I
899,03-Jun-17,10:11:28,1,0,0,Red,I
900,03-Jun-17,10:11:28,1,0,0,Red,I
901,03-Jun-17,10:11:28,1,0,0,Red,I
902,03-Jun-17,10:11:28,1,0,0,Red,I
903,03-Jun-17,10:11:29,1,0,0,Red,I
904,03-Jun-17,10:11:29,1,0,0,Red,I
905,03-Jun-17,10:11:29,1,0,0,Red,I
906,03-Jun-17,10:11:29,1,0,0,Red,I
907,03-Jun-17,10:11:30,1,0,0,Red,I
908,03-Jun-17,10:11:30,1,0,0,Red,I
909,03-Jun-17,10:11:30,1,0,0,Red,I
910,03-Jun-17,10:11:30,1,0,0,Red,I
911,03-Jun-17,10:11:30,1,0,0,Red,I
912,03-Jun-17,10:11:30,1,0,0,Red,I
913,03-Jun-17,10:11:31,1,0,0,Red,I
914,03-Jun-17,10:11:31,1,0,0,Red,I
915,03-Jun-17,10:11:31,1,0,0,Red,I
916,03-Jun-17,10:11:31,1,0,0,Red,I
917,03-Jun-17,10:11:31,1,0,0,Red,I
918,03-Jun-17,10:11:32,1,0,0,Red,I
919,03-Jun-17,10:11:32,1,0,0,Red,I
920,03-Jun-17,10:11:32,1,0,0,Red,I
921,03-Jun-17,10:11:32,1,0,0,Red,I
922,03-Jun-17,10:11:32,1,0,0,Red,I
923,03-Jun-17,10:11:33,1,0,0,Red,I
924,03-Jun-17,10:11:33,1,0,0,Red,I
925,03-Jun-17,10:11:33,1,0,0,Red,I
926,03-Jun-17,10:11:33,1,0,0,Red,I
927,03-Jun-17,10:11:34,1,0,0,Red,I
928,03-Jun-17,10:11:34,1,0,0,Red,I
929,03-Jun-17,10:11:34,1,0,0,Red,I
930,03-Jun-17,10:11:34,1,0,0,Red,I
931,03-Jun-17,10:11:34,1,0,0,Red,I
932,03-Jun-17,10:11:34,1,0,0,Red,I
933,03-Jun-17,10:11:34,1,0,0,Red,I
934,03-Jun-17,10:11:35,1,0,0,Red,I
935,03-Jun-17,10:11:35,1,0,0,Red,I
936,03-Jun-17,10:11:35,1,0,0,Red,I
937,03-Jun-17,10:11:35,1,0,0,Red,I
938,03-Jun-17,10:11:36,1,0,0,Red,I
939,03-Jun-17,10:11:36,1,0,0,Red,I
940,03-Jun-17,10:11:36,1,0,0,Red,I
941,03-Jun-17,10:11:36,1,0,0,Red,I
942,03-Jun-17,10:11:37,1,0,0,Red,I
943,03-Jun-17,10:11:37,1,0,0,Red,I
944,03-Jun-17,10:11:37,1,0,0,Red,I
945,03-Jun-17,10:11:37,1,0,0,Red,I
946,03-Jun-17,10:11:37,1,0,0,Red,I
947,03-Jun-17,10:11:38,1,0,0,Red,I
948,03-Jun-17,10:11:38,1,0,0,Red,I
949,03-Jun-17,10:11:38,1,0,0,Red,I
950,03-Jun-17,10:11:38,1,0,0,Red,I
951,03-Jun-17,10:11:38,1,0,0,Red,I
