,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
473,03-Jun-17,10:10:03,1,0,0,Red,A
474,03-Jun-17,10:10:03,1,0,0,Red,A
475,03-Jun-17,10:10:03,1,0,0,Red,A
476,03-Jun-17,10:10:03,1,0,0,Red,A
477,03-Jun-17,10:10:03,1,0,0,Red,A
478,03-Jun-17,10:10:03,1,0,0,Red,A
479,03-Jun-17,10:10:04,1,0,0,Red,A
480,03-Jun-17,10:10:04,1,0,0,Red,A
481,03-Jun-17,10:10:04,1,0,0,Red,A
482,03-Jun-17,10:10:04,1,0,0,Red,A
483,03-Jun-17,10:10:04,1,0,0,Red,A
484,03-Jun-17,10:10:05,1,0,0,Red,A
485,03-Jun-17,10:10:05,1,0,0,Red,A
486,03-Jun-17,10:10:05,1,0,0,Red,A
487,03-Jun-17,10:10:05,1,0,0,Red,A
488,03-Jun-17,10:10:06,1,0,0,Red,A
489,03-Jun-17,10:10:06,1,0,0,Red,A
490,03-Jun-17,10:10:06,1,0,0,Red,A
491,03-Jun-17,10:10:06,1,0,0,Red,A
492,03-Jun-17,10:10:06,1,0,0,Red,A
493,03-Jun-17,10:10:06,1,0,0,Red,A
494,03-Jun-17,10:10:07,1,0,0,Red,A
495,03-Jun-17,10:10:07,1,0,0,Red,A
496,03-Jun-17,10:10:07,1,0,0,Red,A
497,03-Jun-17,10:10:07,1,0,0,Red,A
498,03-Jun-17,10:10:07,1,0,0,Red,A
499,03-Jun-17,10:10:08,1,0,0,Red,A
500,03-Jun-17,10:10:08,1,0,0,Red,A
501,03-Jun-17,10:10:08,1,0,0,Red,A
727,03-Jun-17,10:10:53,1,0,0,Red,A
728,03-Jun-17,10:10:54,1,0,0,Red,A
729,03-Jun-17,10:10:54,1,0,0,Red,A
730,03-Jun-17,10:10:54,1,0,0,Red,A
731,03-Jun-17,10:10:54,1,0,0,Red,A
732,03-Jun-17,10:10:54,1,0,0,Red,A
733,03-Jun-17,10:10:55,1,0,0,Red,A
734,03-Jun-17,10:10:55,1,0,0,Red,A
735,03-Jun-17,10:10:55,1,0,0,Red,A
736,03-Jun-17,10:10:55,1,0,0,Red,A
737,03-Jun-17,10:10:56,1,0,0,Red,A
738,03-Jun-17,10:10:56,1,0,0,Red,A
739,03-Jun-17,10:10:56,1,0,0,Red,A
740,03-Jun-17,10:10:56,1,0,0,Red,A
741,03-Jun-17,10:10:56,1,0,0,Red,A
742,03-Jun-17,10:10:57,1,0,0,Red,A
743,03-Jun-17,10:10:57,1,0,0,Red,A
744,03-Jun-17,10:10:57,1,0,0,Red,A
745,03-Jun-17,10:10:57,1,0,0,Red,A
746,03-Jun-17,10:10:57,1,0,0,Red,A
747,03-Jun-17,10:10:57,1,0,0,Red,A
748,03-Jun-17,10:10:57,1,0,0,Red,A
749,03-Jun-17,10:10:58,1,0,0,Red,A
750,03-Jun-17,10:10:58,1,0,0,Red,A
751,03-Jun-17,10:10:58,1,0,0,Red,A
752,03-Jun-17,10:10:58,1,0,0,Red,A
753,03-Jun-17,10:10:59,1,0,0,Red,A
754,03-Jun-17,10:10:59,1,0,0,Red,A
755,03-Jun-17,10:10:59,1,0,0,Red,A
756,03-Jun-17,10:10:59,1,0,0,Red,A
757,03-Jun-17,10:11:00,1,0,0,Red,A
758,03-Jun-17,10:11:00,1,0,0,Red,A
759,03-Jun-17,10:11:00,1,0,0,Red,A
760,03-Jun-17,10:11:00,1,0,0,Red,A
761,03-Jun-17,10:11:00,1,0,0,Red,A
762,03-Jun-17,10:11:00,1,0,0,Red,A
763,03-Jun-17,10:11:00,1,0,0,Red,A
764,03-Jun-17,10:11:01,1,0,0,Red,A
765,03-Jun-17,10:11:01,1,0,0,Red,A
766,03-Jun-17,10:11:01,1,0,0,Red,A
767,03-Jun-17,10:11:01,1,0,0,Red,A
768,03-Jun-17,10:11:02,1,0,0,Red,A
769,03-Jun-17,10:11:02,1,0,0,Red,A
770,03-Jun-17,10:11:02,1,0,0,Red,A
771,03-Jun-17,10:11:02,1,0,0,Red,A
772,03-Jun-17,10:11:03,1,0,0,Red,A
773,03-Jun-17,10:11:03,1,0,0,Red,A
774,03-Jun-17,10:11:03,1,0,0,Red,A
775,03-Jun-17,10:11:03,1,0,0,Red,A
776,03-Jun-17,10:11:03,1,0,0,Red,A
777,03-Jun-17,10:11:03,1,0,0,Red,A
778,03-Jun-17,10:11:03,1,0,0,Red,A
779,03-Jun-17,10:11:04,1,0,0,Red,A
780,03-Jun-17,10:11:04,1,0,0,Red,A
781,03-Jun-17,10:11:04,1,0,0,Red,A
782,03-Jun-17,10:11:04,1,0,0,Red,A
783,03-Jun-17,10:11:05,1,0,0,Red,A
784,03-Jun-17,10:11:05,1,0,0,Red,A
785,03-Jun-17,10:11:05,1,0,0,Red,A
786,03-Jun-17,10:11:05,1,0,0,Red,A
787,03-Jun-17,10:11:05,1,0,0,Red,A
788,03-Jun-17,10:11:06,1,0,0,Red,A
789,03-Jun-17,10:11:06,1,0,0,Red,A
790,03-Jun-17,10:11:06,1,0,0,Red,A
791,03-Jun-17,10:11:06,1,0,0,Red,A
792,03-Jun-17,10:11:06,1,0,0,Red,A
793,03-Jun-17,10:11:06,1,0,0,Red,A
794,03-Jun-17,10:11:07,1,0,0,Red,A
795,03-Jun-17,10:11:07,1,0,0,Red,A
796,03-Jun-17,10:11:07,1,0,0,Red,A
797,03-Jun-17,10:11:07,1,0,0,Red,A
798,03-Jun-17,10:11:07,1,0,0,Red,A
799,03-Jun-17,10:11:08,1,0,0,Red,A
800,03-Jun-17,10:11:08,1,0,0,Red,A
801,03-Jun-17,10:11:08,1,0,0,Red,A
1027,03-Jun-17,10:11:54,1,0,0,Red,A
1028,03-Jun-17,10:11:54,1,0,0,Red,A
1029,03-Jun-17,10:11:54,1,0,0,Red,A
1030,03-Jun-17,10:11:54,1,0,0,Red,A
1031,03-Jun-17,10:11:54,1,0,0,Red,A
1032,03-Jun-17,10:11:54,1,0,0,Red,A
1033,03-Jun-17,10:11:55,1,0,0,Red,A
1034,03-Jun-17,10:11:55,1,0,0,Red,A
1035,03-Jun-17,10:11:55,1,0,0,Red,A
1036,03-Jun-17,10:11:55,1,0,0,Red,A
1037,03-Jun-17,10:11:56,1,0,0,Red,A
1038,03-Jun-17,10:11:56,1,0,0,Red,A
1039,03-Jun-17,10:11:56,1,0,0,Red,A
1040,03-Jun-17,10:11:56,1,0,0,Red,A
1041,03-Jun-17,10:11:56,1,0,0,Red,A
1042,03-Jun-17,10:11:56,1,0,0,Red,A
1043,03-Jun-17,10:11:57,1,0,0,Red,A
1044,03-Jun-17,10:11:57,1,0,0,Red,A
1045,03-Jun-17,10:11:57,1,0,0,Red,A
1046,03-Jun-17,10:11:57,1,0,0,Red,A
1047,03-Jun-17,10:11:58,1,0,0,Red,A
1048,03-Jun-17,10:11:58,1,0,0,Red,A
1049,03-Jun-17,10:11:58,1,0,0,Red,A
1050,03-Jun-17,10:11:58,1,0,0,Red,A
1051,03-Jun-17,10:11:58,1,0,0,Red,A
1052,03-Jun-17,10:11:58,1,0,0,Red,A
1053,03-Jun-17,10:11:59,1,0,0,Red,A
1054,03-Jun-17,10:11:59,1,0,0,Red,A
1055,03-Jun-17,10:11:59,1,0,0,Red,A
1056,03-Jun-17,10:11:59,1,0,0,Red,A
1057,03-Jun-17,10:11:59,1,0,0,Red,A
1058,03-Jun-17,10:12:00,1,0,0,Red,A
1059,03-Jun-17,10:12:00,1,0,0,Red,A
1060,03-Jun-17,10:12:00,1,0,0,Red,A
1061,03-Jun-17,10:12:00,1,0,0,Red,A
1062,03-Jun-17,10:12:00,1,0,0,Red,A
1063,03-Jun-17,10:12:01,1,0,0,Red,A
1064,03-Jun-17,10:12:01,1,0,0,Red,A
1065,03-Jun-17,10:12:01,1,0,0,Red,A
1066,03-Jun-17,10:12:01,1,0,0,Red,A
1067,03-Jun-17,10:12:01,1,0,0,Red,A
1068,03-Jun-17,10:12:01,1,0,0,Red,A
1069,03-Jun-17,10:12:02,1,0,0,Red,A
1070,03-Jun-17,10:12:02,1,0,0,Red,A
1071,03-Jun-17,10:12:02,1,0,0,Red,A
1072,03-Jun-17,10:12:02,1,0,0,Red,A
1073,03-Jun-17,10:12:03,1,0,0,Red,A
1074,03-Jun-17,10:12:03,1,0,0,Red,A
1075,03-Jun-17,10:12:03,1,0,0,Red,A
1076,03-Jun-17,10:12:03,1,0,0,Red,A
1077,03-Jun-17,10:12:03,1,0,0,Red,A
1078,03-Jun-17,10:12:03,1,0,0,Red,A
1079,03-Jun-17,10:12:04,1,0,0,Red,A
1080,03-Jun-17,10:12:04,1,0,0,Red,A
1081,03-Jun-17,10:12:04,1,0,0,Red,A
1082,03-Jun-17,10:12:04,1,0,0,Red,A
1083,03-Jun-17,10:12:05,1,0,0,Red,A
1084,03-Jun-17,10:12:05,1,0,0,Red,A
1085,03-Jun-17,10:12:05,1,0,0,Red,A
