,Date,Time,Aspect 0 of Phase E  State,Aspect 1 of Phase E  State,Aspect 2 of Phase E  State,Result,Phase
723,24-Jun-17,16:51:58,1,0,0,Red,E
724,24-Jun-17,16:51:58,1,0,0,Red,E
725,24-Jun-17,16:51:58,1,0,0,Red,E
726,24-Jun-17,16:51:59,1,0,0,Red,E
727,24-Jun-17,16:51:59,1,0,0,Red,E
728,24-Jun-17,16:51:59,1,0,0,Red,E
729,24-Jun-17,16:51:59,1,0,0,Red,E
730,24-Jun-17,16:51:59,1,0,0,Red,E
731,24-Jun-17,16:51:59,1,0,0,Red,E
732,24-Jun-17,16:51:59,1,0,0,Red,E
733,24-Jun-17,16:52:00,1,0,0,Red,E
734,24-Jun-17,16:52:00,1,0,0,Red,E
735,24-Jun-17,16:52:00,1,0,0,Red,E
736,24-Jun-17,16:52:00,1,0,0,Red,E
737,24-Jun-17,16:52:01,1,0,0,Red,E
738,24-Jun-17,16:52:01,1,0,0,Red,E
739,24-Jun-17,16:52:01,1,0,0,Red,E
740,24-Jun-17,16:52:01,1,0,0,Red,E
741,24-Jun-17,16:52:01,1,0,0,Red,E
742,24-Jun-17,16:52:02,1,0,0,Red,E
743,24-Jun-17,16:52:02,1,0,0,Red,E
744,24-Jun-17,16:52:02,1,0,0,Red,E
745,24-Jun-17,16:52:02,1,0,0,Red,E
746,24-Jun-17,16:52:03,1,0,0,Red,E
747,24-Jun-17,16:52:03,1,0,0,Red,E
748,24-Jun-17,16:52:03,1,0,0,Red,E
749,24-Jun-17,16:52:03,1,0,0,Red,E
750,24-Jun-17,16:52:03,1,0,0,Red,E
751,24-Jun-17,16:52:03,1,0,0,Red,E
752,24-Jun-17,16:52:03,1,0,0,Red,E
753,24-Jun-17,16:52:04,1,0,0,Red,E
754,24-Jun-17,16:52:04,1,0,0,Red,E
755,24-Jun-17,16:52:04,1,0,0,Red,E
756,24-Jun-17,16:52:04,1,0,0,Red,E
757,24-Jun-17,16:52:05,1,0,0,Red,E
758,24-Jun-17,16:52:05,1,0,0,Red,E
759,24-Jun-17,16:52:05,1,0,0,Red,E
760,24-Jun-17,16:52:05,1,0,0,Red,E
761,24-Jun-17,16:52:05,1,0,0,Red,E
762,24-Jun-17,16:52:06,1,0,0,Red,E
763,24-Jun-17,16:52:06,1,0,0,Red,E
764,24-Jun-17,16:52:06,1,0,0,Red,E
765,24-Jun-17,16:52:06,1,0,0,Red,E
766,24-Jun-17,16:52:06,1,0,0,Red,E
767,24-Jun-17,16:52:06,1,0,0,Red,E
768,24-Jun-17,16:52:07,1,0,0,Red,E
769,24-Jun-17,16:52:07,1,0,0,Red,E
770,24-Jun-17,16:52:07,1,0,0,Red,E
771,24-Jun-17,16:52:07,1,0,0,Red,E
772,24-Jun-17,16:52:07,1,0,0,Red,E
773,24-Jun-17,16:52:08,1,0,0,Red,E
774,24-Jun-17,16:52:08,1,0,0,Red,E
775,24-Jun-17,16:52:08,1,0,0,Red,E
776,24-Jun-17,16:52:08,1,0,0,Red,E
777,24-Jun-17,16:52:09,1,0,0,Red,E
778,24-Jun-17,16:52:09,1,0,0,Red,E
779,24-Jun-17,16:52:09,1,0,0,Red,E
780,24-Jun-17,16:52:09,1,0,0,Red,E
781,24-Jun-17,16:52:09,1,0,0,Red,E
782,24-Jun-17,16:52:10,1,0,0,Red,E
783,24-Jun-17,16:52:10,1,0,0,Red,E
784,24-Jun-17,16:52:10,1,0,0,Red,E
785,24-Jun-17,16:52:10,1,0,0,Red,E
786,24-Jun-17,16:52:10,1,0,0,Red,E
787,24-Jun-17,16:52:10,1,0,0,Red,E
788,24-Jun-17,16:52:11,1,0,0,Red,E
789,24-Jun-17,16:52:11,1,0,0,Red,E
790,24-Jun-17,16:52:11,1,0,0,Red,E
791,24-Jun-17,16:52:11,1,0,0,Red,E
