,Date,Time,Aspect 0 of Phase H  State,Aspect 1 of Phase H  State,Aspect 2 of Phase H  State,Result,Phase
847,03-Jun-17,10:11:17,1,0,0,0,H
848,03-Jun-17,10:11:18,1,0,0,0,H
849,03-Jun-17,10:11:18,1,0,0,0,H
850,03-Jun-17,10:11:18,1,0,0,0,H
851,03-Jun-17,10:11:18,1,0,0,0,H
852,03-Jun-17,10:11:19,1,0,0,0,H
853,03-Jun-17,10:11:19,1,0,0,0,H
854,03-Jun-17,10:11:19,1,0,0,0,H
855,03-Jun-17,10:11:19,1,0,0,0,H
856,03-Jun-17,10:11:19,1,0,0,0,H
857,03-Jun-17,10:11:19,1,0,0,0,H
858,03-Jun-17,10:11:20,1,0,0,0,H
859,03-Jun-17,10:11:20,1,0,0,0,H
860,03-Jun-17,10:11:20,1,0,0,0,H
861,03-Jun-17,10:11:20,1,0,0,0,H
862,03-Jun-17,10:11:20,1,0,0,0,H
863,03-Jun-17,10:11:21,1,0,0,0,H
864,03-Jun-17,10:11:21,1,0,0,0,H
865,03-Jun-17,10:11:21,1,0,0,0,H
866,03-Jun-17,10:11:21,1,0,0,0,H
867,03-Jun-17,10:11:22,1,0,0,0,H
868,03-Jun-17,10:11:22,1,0,0,0,H
869,03-Jun-17,10:11:22,1,0,0,0,H
870,03-Jun-17,10:11:22,1,0,0,0,H
871,03-Jun-17,10:11:22,1,0,0,0,H
872,03-Jun-17,10:11:23,1,0,0,0,H
873,03-Jun-17,10:11:23,1,0,0,0,H
874,03-Jun-17,10:11:23,1,0,0,0,H
875,03-Jun-17,10:11:23,1,0,0,0,H
876,03-Jun-17,10:11:23,1,0,0,0,H
877,03-Jun-17,10:11:23,1,0,0,0,H
878,03-Jun-17,10:11:23,1,0,0,0,H
879,03-Jun-17,10:11:24,1,0,0,0,H
880,03-Jun-17,10:11:24,1,0,0,0,H
881,03-Jun-17,10:11:24,1,0,0,0,H
882,03-Jun-17,10:11:24,1,0,0,0,H
883,03-Jun-17,10:11:25,1,0,0,0,H
884,03-Jun-17,10:11:25,1,0,0,0,H
885,03-Jun-17,10:11:25,1,0,0,0,H
886,03-Jun-17,10:11:25,1,0,0,0,H
