,Date,Time,Aspect 0 of Phase F  State,Aspect 1 of Phase F  State,Aspect 2 of Phase F  State,Result,Phase
378,24-Jun-17,16:50:48,1,1,0,RedAmber,F
379,24-Jun-17,16:50:49,1,1,0,RedAmber,F
380,24-Jun-17,16:50:49,1,1,0,RedAmber,F
381,24-Jun-17,16:50:49,1,1,0,RedAmber,F
382,24-Jun-17,16:50:49,1,1,0,RedAmber,F
383,24-Jun-17,16:50:50,1,1,0,RedAmber,F
384,24-Jun-17,16:50:50,1,1,0,RedAmber,F
385,24-Jun-17,16:50:50,1,1,0,RedAmber,F
386,24-Jun-17,16:50:50,1,1,0,RedAmber,F
387,24-Jun-17,16:50:50,1,1,0,RedAmber,F
388,24-Jun-17,16:50:51,1,1,0,RedAmber,F
389,24-Jun-17,16:50:51,1,1,0,RedAmber,F
390,24-Jun-17,16:50:51,1,1,0,RedAmber,F
391,24-Jun-17,16:50:51,1,1,0,RedAmber,F
392,24-Jun-17,16:50:51,1,1,0,RedAmber,F
393,24-Jun-17,16:50:51,1,1,0,RedAmber,F
394,24-Jun-17,16:50:52,1,1,0,RedAmber,F
395,24-Jun-17,16:50:52,1,1,0,RedAmber,F
396,24-Jun-17,16:50:52,1,1,0,RedAmber,F
397,24-Jun-17,16:50:52,1,1,0,RedAmber,F
398,24-Jun-17,16:50:52,1,1,0,RedAmber,F
399,24-Jun-17,16:50:53,1,1,0,RedAmber,F
400,24-Jun-17,16:50:53,1,1,0,RedAmber,F
401,24-Jun-17,16:50:53,1,1,0,RedAmber,F
