,Date,Time,Aspect 0 of Phase D  State,Aspect 1 of Phase D  State,Aspect 2 of Phase D  State,Result,Phase
1973,24-Jun-17,16:56:08,0,0,1,Green,D
1974,24-Jun-17,16:56:08,0,0,1,Green,D
1975,24-Jun-17,16:56:08,0,0,1,Green,D
1976,24-Jun-17,16:56:08,0,0,1,Green,D
1977,24-Jun-17,16:56:08,0,0,1,Green,D
1978,24-Jun-17,16:56:09,0,0,1,Green,D
1979,24-Jun-17,16:56:09,0,0,1,Green,D
1980,24-Jun-17,16:56:09,0,0,1,Green,D
1981,24-Jun-17,16:56:09,0,0,1,Green,D
2242,24-Jun-17,16:57:01,0,0,1,Green,D
2243,24-Jun-17,16:57:02,0,0,1,Green,D
2244,24-Jun-17,16:57:02,0,0,1,Green,D
2245,24-Jun-17,16:57:02,0,0,1,Green,D
2246,24-Jun-17,16:57:02,0,0,1,Green,D
2247,24-Jun-17,16:57:02,0,0,1,Green,D
2248,24-Jun-17,16:57:03,0,0,1,Green,D
2249,24-Jun-17,16:57:03,0,0,1,Green,D
2250,24-Jun-17,16:57:03,0,0,1,Green,D
2251,24-Jun-17,16:57:03,0,0,1,Green,D
2252,24-Jun-17,16:57:04,0,0,1,Green,D
2253,24-Jun-17,16:57:04,0,0,1,Green,D
2254,24-Jun-17,16:57:04,0,0,1,Green,D
2255,24-Jun-17,16:57:04,0,0,1,Green,D
2256,24-Jun-17,16:57:04,0,0,1,Green,D
2257,24-Jun-17,16:57:04,0,0,1,Green,D
2258,24-Jun-17,16:57:04,0,0,1,Green,D
2259,24-Jun-17,16:57:05,0,0,1,Green,D
2260,24-Jun-17,16:57:05,0,0,1,Green,D
2261,24-Jun-17,16:57:05,0,0,1,Green,D
2262,24-Jun-17,16:57:05,0,0,1,Green,D
2263,24-Jun-17,16:57:06,0,0,1,Green,D
2264,24-Jun-17,16:57:06,0,0,1,Green,D
2265,24-Jun-17,16:57:06,0,0,1,Green,D
2266,24-Jun-17,16:57:06,0,0,1,Green,D
2267,24-Jun-17,16:57:06,0,0,1,Green,D
2268,24-Jun-17,16:57:07,0,0,1,Green,D
2269,24-Jun-17,16:57:07,0,0,1,Green,D
2270,24-Jun-17,16:57:07,0,0,1,Green,D
2271,24-Jun-17,16:57:07,0,0,1,Green,D
2272,24-Jun-17,16:57:08,0,0,1,Green,D
2273,24-Jun-17,16:57:08,0,0,1,Green,D
2274,24-Jun-17,16:57:08,0,0,1,Green,D
2275,24-Jun-17,16:57:08,0,0,1,Green,D
2276,24-Jun-17,16:57:08,0,0,1,Green,D
2277,24-Jun-17,16:57:08,0,0,1,Green,D
2278,24-Jun-17,16:57:08,0,0,1,Green,D
2279,24-Jun-17,16:57:09,0,0,1,Green,D
2280,24-Jun-17,16:57:09,0,0,1,Green,D
2281,24-Jun-17,16:57:09,0,0,1,Green,D
2542,24-Jun-17,16:58:01,0,0,1,Green,D
2543,24-Jun-17,16:58:02,0,0,1,Green,D
2544,24-Jun-17,16:58:02,0,0,1,Green,D
2545,24-Jun-17,16:58:02,0,0,1,Green,D
2546,24-Jun-17,16:58:02,0,0,1,Green,D
2547,24-Jun-17,16:58:02,0,0,1,Green,D
2548,24-Jun-17,16:58:03,0,0,1,Green,D
2549,24-Jun-17,16:58:03,0,0,1,Green,D
2550,24-Jun-17,16:58:03,0,0,1,Green,D
2551,24-Jun-17,16:58:03,0,0,1,Green,D
2552,24-Jun-17,16:58:04,0,0,1,Green,D
2553,24-Jun-17,16:58:04,0,0,1,Green,D
2554,24-Jun-17,16:58:04,0,0,1,Green,D
2555,24-Jun-17,16:58:04,0,0,1,Green,D
2556,24-Jun-17,16:58:04,0,0,1,Green,D
2557,24-Jun-17,16:58:04,0,0,1,Green,D
2558,24-Jun-17,16:58:04,0,0,1,Green,D
2559,24-Jun-17,16:58:05,0,0,1,Green,D
2560,24-Jun-17,16:58:05,0,0,1,Green,D
2561,24-Jun-17,16:58:05,0,0,1,Green,D
2562,24-Jun-17,16:58:05,0,0,1,Green,D
2563,24-Jun-17,16:58:06,0,0,1,Green,D
2564,24-Jun-17,16:58:06,0,0,1,Green,D
2565,24-Jun-17,16:58:06,0,0,1,Green,D
2566,24-Jun-17,16:58:06,0,0,1,Green,D
2567,24-Jun-17,16:58:06,0,0,1,Green,D
2568,24-Jun-17,16:58:07,0,0,1,Green,D
2569,24-Jun-17,16:58:07,0,0,1,Green,D
2570,24-Jun-17,16:58:07,0,0,1,Green,D
2571,24-Jun-17,16:58:07,0,0,1,Green,D
2572,24-Jun-17,16:58:08,0,0,1,Green,D
2573,24-Jun-17,16:58:08,0,0,1,Green,D
2574,24-Jun-17,16:58:08,0,0,1,Green,D
2575,24-Jun-17,16:58:08,0,0,1,Green,D
