,Date,Time,Aspect 0 of Phase F  State,Aspect 1 of Phase F  State,Aspect 2 of Phase F  State,Result,Phase
763,24-Jun-17,16:52:06,1,0,0,Red,F
764,24-Jun-17,16:52:06,1,0,0,Red,F
765,24-Jun-17,16:52:06,1,0,0,Red,F
766,24-Jun-17,16:52:06,1,0,0,Red,F
767,24-Jun-17,16:52:06,1,0,0,Red,F
768,24-Jun-17,16:52:07,1,0,0,Red,F
769,24-Jun-17,16:52:07,1,0,0,Red,F
770,24-Jun-17,16:52:07,1,0,0,Red,F
771,24-Jun-17,16:52:07,1,0,0,Red,F
772,24-Jun-17,16:52:07,1,0,0,Red,F
773,24-Jun-17,16:52:08,1,0,0,Red,F
774,24-Jun-17,16:52:08,1,0,0,Red,F
775,24-Jun-17,16:52:08,1,0,0,Red,F
776,24-Jun-17,16:52:08,1,0,0,Red,F
777,24-Jun-17,16:52:09,1,0,0,Red,F
778,24-Jun-17,16:52:09,1,0,0,Red,F
779,24-Jun-17,16:52:09,1,0,0,Red,F
780,24-Jun-17,16:52:09,1,0,0,Red,F
781,24-Jun-17,16:52:09,1,0,0,Red,F
782,24-Jun-17,16:52:10,1,0,0,Red,F
783,24-Jun-17,16:52:10,1,0,0,Red,F
784,24-Jun-17,16:52:10,1,0,0,Red,F
785,24-Jun-17,16:52:10,1,0,0,Red,F
786,24-Jun-17,16:52:10,1,0,0,Red,F
787,24-Jun-17,16:52:10,1,0,0,Red,F
788,24-Jun-17,16:52:11,1,0,0,Red,F
789,24-Jun-17,16:52:11,1,0,0,Red,F
790,24-Jun-17,16:52:11,1,0,0,Red,F
791,24-Jun-17,16:52:11,1,0,0,Red,F
792,24-Jun-17,16:52:12,1,0,0,Red,F
793,24-Jun-17,16:52:12,1,0,0,Red,F
794,24-Jun-17,16:52:12,1,0,0,Red,F
795,24-Jun-17,16:52:12,1,0,0,Red,F
796,24-Jun-17,16:52:12,1,0,0,Red,F
797,24-Jun-17,16:52:13,1,0,0,Red,F
798,24-Jun-17,16:52:13,1,0,0,Red,F
799,24-Jun-17,16:52:13,1,0,0,Red,F
800,24-Jun-17,16:52:13,1,0,0,Red,F
801,24-Jun-17,16:52:13,1,0,0,Red,F
802,24-Jun-17,16:52:13,1,0,0,Red,F
803,24-Jun-17,16:52:14,1,0,0,Red,F
804,24-Jun-17,16:52:14,1,0,0,Red,F
805,24-Jun-17,16:52:14,1,0,0,Red,F
806,24-Jun-17,16:52:14,1,0,0,Red,F
807,24-Jun-17,16:52:14,1,0,0,Red,F
808,24-Jun-17,16:52:15,1,0,0,Red,F
809,24-Jun-17,16:52:15,1,0,0,Red,F
810,24-Jun-17,16:52:15,1,0,0,Red,F
811,24-Jun-17,16:52:15,1,0,0,Red,F
812,24-Jun-17,16:52:16,1,0,0,Red,F
813,24-Jun-17,16:52:16,1,0,0,Red,F
814,24-Jun-17,16:52:16,1,0,0,Red,F
815,24-Jun-17,16:52:16,1,0,0,Red,F
816,24-Jun-17,16:52:16,1,0,0,Red,F
817,24-Jun-17,16:52:17,1,0,0,Red,F
818,24-Jun-17,16:52:17,1,0,0,Red,F
819,24-Jun-17,16:52:17,1,0,0,Red,F
820,24-Jun-17,16:52:17,1,0,0,Red,F
821,24-Jun-17,16:52:17,1,0,0,Red,F
822,24-Jun-17,16:52:17,1,0,0,Red,F
823,24-Jun-17,16:52:18,1,0,0,Red,F
824,24-Jun-17,16:52:18,1,0,0,Red,F
825,24-Jun-17,16:52:18,1,0,0,Red,F
826,24-Jun-17,16:52:18,1,0,0,Red,F
827,24-Jun-17,16:52:19,1,0,0,Red,F
828,24-Jun-17,16:52:19,1,0,0,Red,F
829,24-Jun-17,16:52:19,1,0,0,Red,F
830,24-Jun-17,16:52:19,1,0,0,Red,F
831,24-Jun-17,16:52:20,1,0,0,Red,F
832,24-Jun-17,16:52:20,1,0,0,Red,F
833,24-Jun-17,16:52:20,1,0,0,Red,F
834,24-Jun-17,16:52:20,1,0,0,Red,F
