,Date,Time,Result,Phase
251,24-Jun-17,16:50:28,RedAmber,I
252,24-Jun-17,16:50:29,RedAmber,I
253,24-Jun-17,16:50:29,RedAmber,I
254,24-Jun-17,16:50:29,RedAmber,I
255,24-Jun-17,16:50:29,RedAmber,I
256,24-Jun-17,16:50:30,RedAmber,I
257,24-Jun-17,16:50:30,RedAmber,I
258,24-Jun-17,16:50:30,RedAmber,I
259,24-Jun-17,16:50:30,RedAmber,I
260,24-Jun-17,16:50:30,RedAmber,I
261,24-Jun-17,16:50:31,RedAmber,I
262,24-Jun-17,16:50:31,RedAmber,I
263,24-Jun-17,16:50:31,RedAmber,I
264,24-Jun-17,16:50:31,RedAmber,I
265,24-Jun-17,16:50:31,RedAmber,I
266,24-Jun-17,16:50:31,RedAmber,I
267,24-Jun-17,16:50:32,RedAmber,I
268,24-Jun-17,16:50:32,RedAmber,I
269,24-Jun-17,16:50:32,RedAmber,I
270,24-Jun-17,16:50:32,RedAmber,I
271,24-Jun-17,16:50:32,RedAmber,I
272,24-Jun-17,16:50:33,RedAmber,I
273,24-Jun-17,16:50:33,RedAmber,I
274,24-Jun-17,16:50:33,RedAmber,I
275,24-Jun-17,16:50:33,RedAmber,I
276,24-Jun-17,16:50:34,RedAmber,I
277,24-Jun-17,16:50:34,RedAmber,I
278,24-Jun-17,16:50:34,RedAmber,I
279,24-Jun-17,16:50:34,RedAmber,I
280,24-Jun-17,16:50:34,RedAmber,I
281,24-Jun-17,16:50:35,RedAmber,I
282,24-Jun-17,16:50:35,RedAmber,I
283,24-Jun-17,16:50:35,RedAmber,I
284,24-Jun-17,16:50:35,RedAmber,I
285,24-Jun-17,16:50:35,RedAmber,I
286,24-Jun-17,16:50:35,RedAmber,I
287,24-Jun-17,16:50:36,RedAmber,I
288,24-Jun-17,16:50:36,RedAmber,I
289,24-Jun-17,16:50:36,RedAmber,I
290,24-Jun-17,16:50:36,RedAmber,I
291,24-Jun-17,16:50:36,RedAmber,I
292,24-Jun-17,16:50:37,RedAmber,I
293,24-Jun-17,16:50:37,RedAmber,I
294,24-Jun-17,16:50:37,RedAmber,I
295,24-Jun-17,16:50:37,RedAmber,I
296,24-Jun-17,16:50:38,RedAmber,I
297,24-Jun-17,16:50:38,RedAmber,I
298,24-Jun-17,16:50:38,RedAmber,I
299,24-Jun-17,16:50:38,RedAmber,I
300,24-Jun-17,16:50:38,RedAmber,I
301,24-Jun-17,16:50:39,RedAmber,I
302,24-Jun-17,16:50:39,RedAmber,I
303,24-Jun-17,16:50:39,RedAmber,I
304,24-Jun-17,16:50:39,RedAmber,I
305,24-Jun-17,16:50:39,RedAmber,I
306,24-Jun-17,16:50:40,RedAmber,I
307,24-Jun-17,16:50:40,RedAmber,I
308,24-Jun-17,16:50:40,RedAmber,I
309,24-Jun-17,16:50:40,RedAmber,I
310,24-Jun-17,16:50:40,RedAmber,I
311,24-Jun-17,16:50:40,RedAmber,I
312,24-Jun-17,16:50:41,RedAmber,I
313,24-Jun-17,16:50:41,RedAmber,I
314,24-Jun-17,16:50:41,RedAmber,I
315,24-Jun-17,16:50:41,RedAmber,I
316,24-Jun-17,16:50:41,RedAmber,I
317,24-Jun-17,16:50:42,RedAmber,I
318,24-Jun-17,16:50:42,RedAmber,I
319,24-Jun-17,16:50:42,RedAmber,I
320,24-Jun-17,16:50:42,RedAmber,I
321,24-Jun-17,16:50:43,RedAmber,I
322,24-Jun-17,16:50:43,RedAmber,I
323,24-Jun-17,16:50:43,RedAmber,I
324,24-Jun-17,16:50:43,RedAmber,I
325,24-Jun-17,16:50:43,RedAmber,I
326,24-Jun-17,16:50:44,RedAmber,I
327,24-Jun-17,16:50:44,RedAmber,I
328,24-Jun-17,16:50:44,RedAmber,I
329,24-Jun-17,16:50:44,RedAmber,I
330,24-Jun-17,16:50:44,RedAmber,I
331,24-Jun-17,16:50:44,RedAmber,I
332,24-Jun-17,16:50:45,RedAmber,I
333,24-Jun-17,16:50:45,RedAmber,I
334,24-Jun-17,16:50:45,RedAmber,I
335,24-Jun-17,16:50:45,RedAmber,I
336,24-Jun-17,16:50:46,RedAmber,I
337,24-Jun-17,16:50:46,RedAmber,I
338,24-Jun-17,16:50:46,RedAmber,I
339,24-Jun-17,16:50:46,RedAmber,I
340,24-Jun-17,16:50:46,RedAmber,I
341,24-Jun-17,16:50:47,RedAmber,I
342,24-Jun-17,16:50:47,RedAmber,I
343,24-Jun-17,16:50:47,RedAmber,I
344,24-Jun-17,16:50:47,RedAmber,I
345,24-Jun-17,16:50:48,RedAmber,I
346,24-Jun-17,16:50:48,RedAmber,I
347,24-Jun-17,16:50:48,RedAmber,I
348,24-Jun-17,16:50:48,RedAmber,I
349,24-Jun-17,16:50:48,RedAmber,I
350,24-Jun-17,16:50:48,RedAmber,I
351,24-Jun-17,16:50:48,RedAmber,I
352,24-Jun-17,16:50:49,RedAmber,I
353,24-Jun-17,16:50:49,RedAmber,I
354,24-Jun-17,16:50:49,RedAmber,I
355,24-Jun-17,16:50:49,RedAmber,I
356,24-Jun-17,16:50:50,RedAmber,I
357,24-Jun-17,16:50:50,RedAmber,I
358,24-Jun-17,16:50:50,RedAmber,I
359,24-Jun-17,16:50:50,RedAmber,I
360,24-Jun-17,16:50:50,RedAmber,I
361,24-Jun-17,16:50:51,RedAmber,I
362,24-Jun-17,16:50:51,RedAmber,I
363,24-Jun-17,16:50:51,RedAmber,I
364,24-Jun-17,16:50:51,RedAmber,I
365,24-Jun-17,16:50:51,RedAmber,I
366,24-Jun-17,16:50:51,RedAmber,I
367,24-Jun-17,16:50:52,RedAmber,I
368,24-Jun-17,16:50:52,RedAmber,I
369,24-Jun-17,16:50:52,RedAmber,I
370,24-Jun-17,16:50:52,RedAmber,I
371,24-Jun-17,16:50:52,RedAmber,I
372,24-Jun-17,16:50:53,RedAmber,I
373,24-Jun-17,16:50:53,RedAmber,I
374,24-Jun-17,16:50:53,RedAmber,I
